company_name,symbol
Ipca Laboratories Ltd.,IPCALABEQ
Kilitch Drugs(I) Ltd.,KILITCHEQ
Krebs Biochemicals & Industries Ltd.,KREBSBIOEQ1
Krebs Biochemicals & Industries Ltd.,KREBSBIOBE
Lupin Ltd.,LUPINEQ1
Lupin Ltd.,LUPINEQ
Mesco Pharmaceuticals Ltd.,MESCOPHARMBE
Morepen Laboratories Ltd.,MOREPENLABEQ
Blue Coast Hotels Ltd.,MOREPENHTLEQ1
Blue Coast Hotels Ltd.,BLUECOASTBE
Orchid Pharma Ltd.,ORCHPHARMAEQ
Syncom Formulation (India) Ltd.,SYNCOMFEQ
Marksans Pharma Ltd.,MARKSANSEQ
Ind-Swift Ltd.,INDSWFTLTDEQ
Sun Pharmaceutical Industries Ltd.,SUNPHARMAEQ
Sun Pharmaceutical Industries Ltd.,SUNPHARMAP1
Hester Biosciences Ltd.,HESTERBIOEQ
Neuland Laboratories Ltd.,NEULANDLABEQ1
Neuland Laboratories Ltd.,NEULANDLABEQ
JK Pharmachem Ltd.,JKPHARMAEQ1
JK Pharmachem Ltd.,JKPHARMABE
Parenteral Drugs (India) Ltd.,PDPLBZ
Caplin Point Laboratories Ltd.,CAPLIPOINTEQ
Torrent Pharmaceuticals Ltd.,TORNTPHARMEQ
NGL Fine - Chem Ltd.,NGLFINEEQ
Natco Pharma Ltd.,NATCOPHARMEQ1
Natco Pharma Ltd.,NATCOPHARMEQ
Aurobindo Pharma Ltd.,AUROPHARMAEQ
Bal Pharma Ltd.,BALPHARMABE
Suven Life Sciences Ltd.,SUVENEQ
Suven Life Sciences Ltd.,SUVEN-REBE
Venus Remedies Ltd.,VENUSREMEQ
Themis Medicare Ltd.,THEMISMEDEQ
Shilpa Medicare Ltd.,SHILPAMEDEQ
Zim Laboratories Ltd.,ZIMLABEQ
Medicamen Biotech Ltd.,MEDICAMEQEQ
Granules India Ltd.,GRANULESEQ
Panacea Biotec Ltd.,PANACEABIOEQ1
Panacea Biotec Ltd.,PANACEABIOBE
Lincoln Pharmaceuticals Ltd.,LINCOLNEQ
Country Condo's Ltd.,NEOCURTHEREQ1
Country Condo's Ltd.,COUNCODOSEQ
Panchsheel Organics Ltd.,PANCHSHEELEQ
Ind-Swift Laboratories Ltd.,INDSWFTLABEQ1
Ind-Swift Laboratories Ltd.,INDSWFTLABBE
Jagsonpal Pharmaceuticals Ltd.,JAGSNPHARMEQ1
Jagsonpal Pharmaceuticals Ltd.,JAGSNPHARMEQ
Glenmark Pharmaceuticals Ltd.,GLENMARKEQ1
Glenmark Pharmaceuticals Ltd.,GLENMARKEQ
Zydus Lifesciences Ltd.,ZYDUSLIFEEQ
Ortin Global Ltd.,ORTINGLOBEEQ
Wockhardt Ltd.,WOCKPHARMAEQ
Wockhardt Ltd.,WOCKH-REBE
Ajanta Pharma Ltd.,AJANTPHARMEQ1
Ajanta Pharma Ltd.,AJANTPHARMEQ
Sharon Bio-Medicine Ltd.,SHARONBIOBZ
Divi's Laboratories Ltd.,DIVISLABT0
Divi's Laboratories Ltd.,DIVISLABEQ
Alkem Laboratories Ltd.,ALKEMEQ
Fortis Healthcare Ltd.,FORTISEQ
Fortis Healthcare Ltd.,FORTISW1
Indoco Remedies Ltd.,INDOCOEQ
Mangalam Drugs and Organics Ltd.,MANGALAMEQ
Nectar Lifesciences Ltd.,NECLIFEBE
Sun Pharma Advanced Research Company Ltd.,SPARCEQ
Sun Pharma Advanced Research Company Ltd.,SPARCE1
Concord Biotech Ltd.,CONCORDBIOEQ
SMS Pharmaceuticals Ltd.,SMSPHARMAEQ
Celestial Biolabs Ltd.,CELESTIALBZ
Alpa Laboratories Ltd.,ALPABE
Astec Lifesciences Ltd.,ASTECEQ
Bafna Pharmaceuticals Ltd.,BAFNAPHBE
RPG Life Sciences Ltd.,RPGLIFEEQ
Artemis Medicare Services Ltd.,ARTEMISMEDEQ
Syncom Healthcare Ltd.,SYNCOMBZ
Dr. Datsons Labs Ltd.,DRDATSONSEQ
Brooks Laboratories Ltd.,BROOKSBE
Brooks Laboratories Ltd.,BROOKS-REBE
Alembic Pharmaceuticals Ltd.,APLLTDEQ
Mankind Pharma Ltd.,MANKINDEQ
Bajaj Healthcare Ltd.,BAJAJHCAREEQ
Eris Lifesciences Ltd.,ERISEQ
Par Drugs & Chemicals Ltd.,PAREQ
Laurus Labs Ltd.,LAURUSLABSEQ
SMS Lifesciences India Ltd.,SMSLIFEBE
Zota Healthcare Ltd.,ZOTAEQ
Vaishali Pharma Ltd.,VAISHALIBE
Solara Active Pharma Sciences Ltd.,SOLARAEQ
Solara Active Pharma Sciences Ltd.,SOLARAPPE1
Solara Active Pharma Sciences Ltd.,SOLARA-REBE
Beta Drugs Ltd.,BETASM
Medico Remedies Ltd.,MEDICOBE
Glenmark Life Sciences Ltd.,GLSEQ
Suven Pharmaceuticals Ltd.,SUVENPHAREQ
Gland Pharma Ltd.,GLANDEQ
Vineet Laboratories Ltd.,VINEETLABEQ
Windlas Biotech Ltd.,WINDLASEQ
Medplus Health Services Ltd.,MEDPLUSEQ
Jeena Sikho Lifecare Ltd.,JSLLSM
JFL Life Sciences Ltd.,JFLLIFESM
Piramal Pharma Ltd.,PPLPHARMAEQ
Piramal Pharma Ltd.,PLPHAR-REBE
Sotac Pharmaceuticals Ltd,SOTACST
Infinium Pharmachem Ltd.,INFINIUMST
Remus Pharmaceuticals Ltd.,REMUSSM
Vilin Bio Med Ltd.,VILINBIOSM
Mono Pharmacare Ltd.,MONOPHARMASM
Saroja Pharma Industries India Ltd.,SAROJASM
Valiant Laboratories Ltd.,VALIANTLABEQ
Sunrest Lifescience Ltd.,SUNRESTSM
Innova Captab Ltd.,INNOVACAPEQ
Zenith Drugs Ltd.,ZENITHDRUGST
Quest Laboratories Ltd.,QUESTLABSM
Kronox Lab Sciences Ltd.,KRONOXEQ
Medicamen Organics Ltd.,MEDIORGST
Tokyo Plast International Ltd.,TOKYOPLASTEQ1
Tokyo Plast International Ltd.,TOKYOPLASTEQ
Hawkins Cookers Ltd.,HAWKINCOOKBE
TTK Prestige Ltd.,TTKPRESTIGEQ1
TTK Prestige Ltd.,TTKPRESTIGEQ
Safari Industries (India) Ltd.,SAFARIEQ
VIP Industries Ltd.,VIPINDEQ1
VIP Industries Ltd.,VIPINDEQ
Atlas Cycles (Haryana) Ltd.,ATLASCYCLEEQ1
Atlas Cycles (Haryana) Ltd.,ATLASCYCLEBZ
Munjal Auto Industries Ltd.,MUNJALAUEQ
Cholamandalam Financial Holdings Ltd.,CHOLAHLDNGEQ
Titan Company Ltd.,TITANEQ
Titan Company Ltd.,TITANN1
Timex Group India Ltd.,TIMEXWATCHEQ1
Timex Group India Ltd.,TIMEXWATCHEQ
Ethos Ltd.,ETHOSLTDEQ
Sonam Ltd.,SONAMLTDBE
Foce India Ltd.,FOCEST
MediCaps Ltd.,MEDICAPSBE
Yash Optics & Lens Ltd.,YASHOPTICSSM
Golden Tobacco Ltd.,GTCINDEQ1
Golden Tobacco Ltd.,GOLDENTOBCBZ
Godfrey Phillips India Ltd.,GODFRYPHLPEQ
ITC Ltd.,ITCEQ
VST Industries Ltd.,VSTINDEQ1
VST Industries Ltd.,VSTINDEQ
Kothari Products Ltd.,KOTHARIPROEQ1
Kothari Products Ltd.,KOTHARIPROBE
Chaman Lal Setia Exports Ltd.,CLSELEQ
KRBL Ltd.,KRBLEQ
GRM Overseas Ltd.,GRMOVEREQ
Fedders Electric and Engineering Ltd.,FEDDERELECBZ
Tata Consumer Products Ltd.,TATACONSUMEQ
Poly Medicure Ltd.,POLYMEDEQ
Opto Circuits India Ltd.,OPTOCIRCUIBZ
Dixon Technologies (India) Ltd.,DIXONEQ
Harsha Engineers International Ltd.,HARSHAEQ
Stove Kraft Ltd.,STOVEKRAFTEQ
Bajel Projects Ltd.,BAJELEQ
HCL Infosystems Ltd.,HCL-INSYSBE
Zensar Technologies Ltd.,ZENSARTECHEQ
DiGiSPICE Technologies Ltd.,DIGISPICEBE
Rolta India Ltd.,ROLTABZ
Tata Elxsi Ltd.,TATAELXSIEQ
Mindteck (India) Ltd.,MINDTECKBE
CMC Ltd.[Merged],CMCEQ
MRO-TEK Realty Ltd.,MRO-TEKEQ1
MRO-TEK Realty Ltd.,MRO-TEKEQ
Tejas Networks Ltd.,TEJASNETEQ
Panache Digilife Ltd.,PANACHEBE
Rashi Peripherals Ltd.,RPTECHEQ
Pentamedia Graphics Ltd.,PENTSFWAREEQ
Infosys Ltd.,INFYEQ
NIIT Ltd.,NIITLTDEQ
Mastek Ltd.,MASTEKEQ
Silverline Technologies Ltd.,SILVERLINEEQ
RS Software (India) Ltd.,RSSOFTWAREEQ1
RS Software (India) Ltd.,RSSOFTWAREBE
Elnet Technologies Ltd.,ELNETEQ
MphasiS Ltd.,MPHASISEQ
Onward Technologies Ltd.,ONWARDTECEQ1
Onward Technologies Ltd.,ONWARDTECEQ
PVP Ventures Ltd.,PVPBE
Trigyn Technologies Ltd.,TRIGYNEQ
Tata Consultancy Services Ltd.,TCSEQ
Info-Drive Software Ltd.,INFODRIVEEQ
Nucleus Software Exports Ltd.,NUCLEUSEQ
Xtglobal Infotech Ltd.,XTGLOBALEQ
California Software Company Ltd.,CALSOFTBE
Cybertech Systems & Software Ltd.,CYBERTECHBE
Pan India Corporation Ltd.,SRG
Pan India Corporation Ltd.,SRGINFOTECBE
Prithvi Exchange (India) Ltd.,PRITHVISOFEQ
Sonata Software Ltd.,SONATSOFTWEQ
Intense Technologies Ltd.,INTENTECHBE
Accelya Solutions India Ltd.,KALECONSULEQ1
Accelya Solutions India Ltd.,ACCELYAEQ
Compucom Software Ltd.,COMPUSOFTEQ
Quintegra Solutions Ltd.,SOFFIASOFTEQ1
Quintegra Solutions Ltd.,QUINTEGRABE
Subex Ltd.,SUBEXLTDEQ
IZMO Ltd.,IZMOBE
MPS Infotecnics Ltd.,VISESHINFOEQ1
MPS Infotecnics Ltd.,VISESHINFOBZ
HCL Technologies Ltd.,HCLTECHEQ
Melstar Information Technology Ltd.,MELSTAREQ1
Melstar Information Technology Ltd.,MELSTARBZ
Ed & Tech International Ltd.,VISUINTLBZ
Aptech Ltd.,APTECHTEQ
G-Tec Jainx Education Ltd.,GTECJAINXEQ
SPEL Semiconductor Ltd.,SPICELECEQ1
SPEL Semiconductor Ltd.,SPICELECEQ
63 Moons Technologies Ltd.,63MOONSEQ
Birlasoft Ltd.,BSOFTT0
Birlasoft Ltd.,KPITEQ1
Birlasoft Ltd.,BSOFTEQ
Compuage Infocom Ltd.,COMPINFOBZ
Compuage Infocom Ltd.,COMP-REBE
Euro Multivision Ltd.,EUROMULTIBZ
Creative Newtech Ltd.,CREATIVEEQ
DC Infotech and Communication Ltd.,DCIBE
Newjaisa Technologies Ltd.,NEWJAISASM
Aplab Ltd.,APLABBE
Siemens Ltd.,SIEMENSEQ
Honeywell Automation India Ltd.,HONAUTEQ
VXL Instruments Ltd.,VXLINSTREQ1
VXL Instruments Ltd.,VXLINSTREQ
Swiss Military Consumer Goods Ltd.,NETWORKBE
Avalon Technologies Ltd.,AVALONEQ
High Ground Enterprise Ltd.,HIGHGROUNDBZ
Butterfly Gandhimathi Appliances Ltd.,BUTTERFLYEQ
Salora International Ltd.,SALORAINTLEQ1
Salora International Ltd.,SALORAINTLEQ
Symphony Ltd.,SYMPHONYEQ
BPL Ltd.,BPLEQ
Saregama India Ltd.,SAREGAMAEQ
Nelco Ltd.,NELCOEQ1
Nelco Ltd.,NELCOEQ
Nova Iron & Steel Ltd.,NOVAIRNSTLBE
Sharp India Ltd.,KALYANISHPEQ1
Sharp India Ltd.,KALYANISHPEQ
MIRC Electronics Ltd.,MIRCELECTRBE
Noesis Industries Ltd.,NOESISINDBZ
Powerful Technologies Ltd.,POWERFULSZ
Syrma SGS Technology Ltd.,SYRMAEQ
Electronics Mart India Ltd.,EMILEQ
Arham Technologies Ltd.,ARHAMSM
EPACK Durables Ltd.,EPACKBE
JCT Electronics Ltd.,JCTELECEQ1
JCT Electronics Ltd.,JCTELEQ
Rama Vision Ltd.,RAMAVISIONBE
Samtel India Ltd.,SAMTELTDBE
Delta Manufacturing Ltd.,GPELECTEQ1
Delta Manufacturing Ltd.,DELTAMAGNTEQ
Prakash Industries Ltd.,PRAKASHEQ1
Prakash Industries Ltd.,PRAKASHEQ
Centum Electronics Ltd.,CENTUMEQ
Bharat Electronics Ltd.,BELEQ
Astra Microwave Products Ltd.,ASTRAMICROEQ
Genus Power Infrastructures Ltd.,GENUSPOWEREQ
Zicom Electronic Security Systems Ltd.,ZICOMBZ
PG Electroplast Ltd.,PGELEQ
Schneider Electric Infrastructure Ltd.,SCHNEIDEREQ
Elin Electronics Ltd.,ELINEQ
Cyient DLM Ltd.,CYIENTDLMEQ
Pulz Electronics Ltd.,PULZST
Richa Info Systems Ltd.,RICHASM
DCX Systems Ltd.,DCXINDIAEQ
Kundan Edifice Ltd.,KELST
Aimtron Electronics Ltd.,AIMTRONST
Osel Devices Ltd.,OSELDEVICESM
Sahasra Electronic Solutions Ltd.,SAHASRASM
Honda India Power Products Ltd.,SHRMHONDAEQ1
Honda India Power Products Ltd.,HONDAPOWEREQ
Igarashi Motors India Ltd.,CGIGARSHEQ1
Igarashi Motors India Ltd.,IGARASHIEQ
TD Power Systems Ltd.,TDPOWERSYSEQ
Agni Green Power Ltd.,AGNISM
Maks Energy Solutions India Ltd.,MAKSSM
Lakshmi Electrical Control Systems Ltd.,LAKSELECONBE
ABB India Ltd.,ABBEQ
GE T&D India Ltd.,GECALSTHOMEQ1
GE T&D India Ltd.,GET&DBE
S & S Power Switchgear Ltd.,S&SPOWEREQ1
S & S Power Switchgear Ltd.,S&SPOWERBE
Salzer Electronics Ltd.,SALZERELECEQ
Hitachi Energy India Ltd.,POWERINDIAEQ
Bharat Bijlee Ltd.,BBLEQ
Emco Ltd.,EMCOTRANSEQ1
Emco Ltd.,EMCOBZ
IMP Powers Ltd.,INDLMETEREQ1
IMP Powers Ltd.,INDLMETERBZ
Ujaas Energy Ltd.,UELBE
Shri Ram Switchgears Ltd.,SRIRAMSZ
Supreme Power Equipment Ltd.,SUPREMEPWRST
Danish Power Ltd.,DANISHPOWST
CG Power and Industrial Solutions Ltd.,CGPOWEREQ
Elpro International Ltd.,ELPROINTLEQ1
Elpro International Ltd.,ELPROINTLEQ
Hind Rectifiers Ltd.,HIRECTEQ
W S Industries (India) Ltd.,WSIEQ
Amara Raja Energy & Mobility Ltd.,ARE&MEQ
Kirloskar Electric Company Ltd.,KECLEQ
HBL Power Systems Ltd.,HBLPOWEREQ
Havells India Ltd.,HAVELLSEQ1
Havells India Ltd.,HAVELLSEQ
Modern Insulators Ltd.,MODINSULATBE
Easun Reyrolle Ltd.,EASUNREYRLEQ1
Easun Reyrolle Ltd.,EASUNREYRLBZ
Modern Malleables Ltd.,MODERNMALBE
Leel Electricals Ltd.,LLOYDELENGEQ1
Leel Electricals Ltd.,LEELBZ
Swelect Energy Systems Ltd.,SWELECTESEQ
Modison Ltd.,MODISONLTDBE
V-Guard Industries Ltd.,VGUARDEQ
HPL Electric & Power Ltd.,HPLEQ
Rishabh Instruments Ltd.,RISHABHEQ
Crompton Greaves Consumer Electricals Ltd.,CROMPTONEQ
Focus Lighting and Fixtures Ltd.,FOCUSBE
Orient Electric Ltd.,ORIENTELECEQ
Servotech Power Systems Ltd.,SERVOTECHEQ
Solex Energy Ltd.,SOLEXSM
Bright Solar Ltd.,BRIGHTSZ
Bright Solar Ltd.,BRIGHT-REST
Aaron Industries Ltd.,AARONEQ
Spectrum Electrical Industries Ltd.,SPECTRUMSM
Marine Electricals (India) Ltd.,MARINEEQ
Aartech Solonics Ltd.,AARTECHEQ
Wonder Electricals Ltd.,WELEQ
Rex Pipes and Cables Industries Ltd.,REXPIPESSM
IKIO Lighting Ltd.,IKIOEQ
Saakshi Medtech & Panels Ltd.,SAAKSHISM
Akanksha Power and Infrastructure Ltd.,AKANKSHASM
Premier Energies Ltd.,PREMIERENEEQ
Jay Bee Laminations Ltd.,JAYBEESM
Vdeal System Ltd.,VDEALSM
Lakshya Powertech Ltd.,LAKSHYAST
Nidan Laboratories And Healthcare Ltd.,NIDANSM
Tarsons Products Ltd.,TARSONSEQ
QMS Medical Allied Services Ltd.,QMSMEDISM
Vasa Denticity Ltd.,DENTALKARTSM
Whirlpool of India Ltd.,WHIRLPOOLEQ
Johnson Controls-Hitachi Air Conditioning India Ltd.,AMTREXAPPLEQ1
Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHACEQ
Cyient Ltd.,INFOTECENTEQ1
Cyient Ltd.,CYIENTEQ
Avantel Ltd.,AVANTELEQ
Cura Technologies Ltd.,SOFTPROEQ1
Cura Technologies Ltd.,CURATECHBE
Cerebra Integrated Technologies Ltd.,CEREBRAINTBE
Dynacons Systems & Solutions Ltd.,DYNACONSEQ1
Dynacons Systems & Solutions Ltd.,DSSLEQ
Tera Software Ltd.,TERASOFTEQ
Ramco Systems Ltd.,RAMCOSYSEQ1
Ramco Systems Ltd.,RAMCOSYSEQ
Datamatics Global Services Ltd.,DATAMATICSEQ
Brightcom Group Ltd.,BCGBZ
Virinchi Ltd.,VIRINCHIEQ
3i Infotech Ltd.,3IINFOLTDEQ
AXISCADES Technologies Ltd.,IT&TEQ1
AXISCADES Technologies Ltd.,AXISCADESEQ
LTIMindtree Ltd.,LTIMT0
LTIMindtree Ltd.,LTIMEQ
Smartlink Holdings Ltd.,D-LINKEQ1
Smartlink Holdings Ltd.,SMARTLINKBE
Newgen Software Technologies Ltd.,NEWGENEQ
Cigniti Technologies Ltd.,CIGNITITECEQ
FCS Software Solutions Ltd.,FCSSOFTEQ
Zen Technologies Ltd.,ZENTECEQ
Usha Martin Education & Solutions Ltd.,UMITLEQ1
Usha Martin Education & Solutions Ltd.,UMESLTDEQ
Megasoft Ltd.,MEGASOFTBE
Megasoft Ltd.,MEGA-REBE
Sasken Technologies Ltd.,SASKENEQ
Oracle Financial Services Software Ltd.,OFSSEQ
Palred Technologies Ltd.,PALREDTECBE
Bartronics India Ltd.,ASMSEQ
Bodhtree Consulting Ltd.,BODHTREEBE
Coforge Ltd.,COFORGET0
Coforge Ltd.,COFORGEEQ
Xchanging Solutions Ltd.,XCHANGINGEQ
Saksoft Ltd.,SAKSOFTEQ
Aurionpro Solutions Ltd.,AURIONPROEQ
Kernex Microsystems (India) Ltd.,KERNEXEQ
GTL Infrastructure Ltd.,GTLINFRAEQ
Cambridge Technology Enterprises Ltd.,CTEBE
Redington Ltd.,REDINGTONEQ
MindTree Ltd.,MINDTREEEQ
Take Solutions Ltd.,TAKEEQ
GSS Infotech Ltd.,GSSEQ
Persistent Systems Ltd.,PERSISTENTEQ
Teamo Productions HQ Ltd.,TPHQBE
Teamo Productions HQ Ltd.,GISO-REBE
Expleo Solutions Ltd.,EXPLEOSOLEQ
Bharatiya Global Infomedia Ltd.,BGLOBALBZ
Endurance Technologies Ltd.,ENDURANCEEQ
Spacenet Enterprises India Ltd.,SPCENETEQ
Quick Heal Technologies Ltd.,QUICKHEALEQ
IndiaMART InterMESH Ltd.,INDIAMARTEQ
All e Technologies Ltd.,ALLETECSM
Apollo Micro Systems Ltd.,APOLLOEQ
Silver Touch Technologies Ltd.,SILVERTUCEQ
Intellect Design Arena Ltd.,INTELLECTEQ
InfoBeans Technologies Ltd.,INFOBEANSIT
InfoBeans Technologies Ltd.,INFOBEANEQ
Aurum Proptech Ltd.,AURUMBE
Aurum Proptech Ltd.,AURUMPP1X1
Aurum Proptech Ltd.,AURUM-REBE
GVP Infotech Ltd.,GVPTECHEQ
Nintec Systems Ltd.,NINSYSEQ
Dev Information Technology Ltd.,DEVITEQ
Ace Integrated Solutions Ltd.,ACEINTEGEQ
Trejhara Solutions Ltd.,TREJHARABE
Innovana Thinklabs Ltd.,INNOVANASM
SoftTech Engineers Ltd.,SOFTTECHEQ
E2E Networks Ltd.,E2EBE
Nazara Technologies Ltd.,NAZARAEQ
Xelpmoc Design and Tech Ltd.,XELPMOCBE
Mindpool Technologies Ltd.,MINDPOOLST
Ksolves India Ltd.,KSOLVESEQ
Entero Healthcare Solutions Ltd.,ENTEROEQ
DRC Systems India Ltd.,DRCSYSTEMSEQ
SecMark Consultancy Ltd.,SECMARKEQ
AAA Technologies Ltd.,AAATECHEQ
Network People Services Technologies Ltd.,NPSTSM
RateGain Travel Technologies Ltd.,RATEGAINEQ
C.E. Info Systems Ltd.,MAPMYINDIAEQ
Vivo Collaboration Solutions Ltd.,VIVOST
Shigan Quantum Technologies Ltd.,SHIGANSM
Globesecure Technologies Ltd.,GSTLSM
Fidel Softech Ltd.,FIDELSM
Varanium Cloud Ltd.,CLOUDST
Varanium Cloud Ltd.,CLOUD-REST
Vertexplus Technologies Ltd.,VERTEXPLUSSM
Systango Technologies Ltd,SYSTANGOSM
Quicktouch Technologies Ltd.,QUICKTOUCHSM
Sahana System Ltd.,SAHANASM
Sahana System Ltd.,SAHANA-REST
NIIT Learning Systems Ltd.,NIITMTSEQ
Tridhya Tech Ltd.,TRIDHYASM
Synoptics Technologies Ltd.,SYNOPTICSSM
Drone Destination Ltd.,DRONEST
Netweb Technologies India Ltd.,NETWEBEQ
Vinsys IT Services India Ltd.,VINSYSSM
Yudiz Solutions Ltd.,YUDIZSM
LE Travenues Technology Ltd.,IXIGOEQ
Kody Technolab Ltd.,KODYTECHSM
Vinyas Innovative Technologies Ltd.,VINYASST
Canarys Automations Ltd.,CANARYSSM
Micropro Software Solutions Ltd.,MICROPROSM
ROX Hi-Tech Ltd.,ROXHITECHSM
Net Avenue Technologies Ltd.,CBAZAARSM
delaPlex Ltd.,DELAPLEXSM
Esconet Technologies Ltd.,ESCONETST
TAC Infosec Ltd.,TACST
Trust Fintech Ltd.,TRUSTSM
Slone Infosystems Ltd.,SLONESM
TBO Tek Ltd.,TBOTEKEQ
Paramatrix Technologies Ltd.,PARAMATRIXSM
Pelatro Ltd.,PELATROSM
Amber Enterprises India Ltd.,AMBEREQ
Reliable Data Services Ltd.,RELIABLEBE
Tracxn Technologies Ltd.,TRACXNEQ
Inspirisys Solutions Ltd.,INSPIRISYSBE
R Systems International Ltd.,RSYSTEMSEQ
Allsec Technologies Ltd.,ALLDIGIEQ
Equippp Social Impact Technologies Ltd.,EQUIPPPBE
HOV Services Ltd.,HOVSBE
Hinduja Global Solutions Ltd.,HGSEQ
Allied Digital Services Ltd.,ADSLEQ
eClerx Services Ltd.,ECLERXEQ
Excel Realty N Infra Ltd.,EXCELEQ
IRIS Business Services Ltd.,IRISBE
We Win Ltd.,WEWINEQ
BLS E-Services Ltd.,BLSEEQ
Cadsys (India) Ltd.,CADSYSST
One Point One Solutions Ltd.,ONEPOINTEQ
RPSG Ventures Ltd.,RPSGVENTEQ
Happiest Minds Technologies Ltd.,HAPPSTMNDSEQ
Route Mobile Ltd.,ROUTEEQ
Sigma Solve Ltd.,SIGMAEQ
Suvidhaa Infoserve Ltd.,SUVIDHAAEQ
Quadpro ITeS Ltd.,QUADPROSM
Latent View Analytics Ltd.,LATENTVIEWEQ
P E Analytics Ltd.,PROPEQUITYSM
Kandarp Digi Smart BPO Ltd.,KANDARPST
Plada Infotech Services Ltd.,PLADAINFOSM
HRH Next Services Ltd.,HRHNEXTST
Enfuse Solutions Ltd.,ENFUSESM
Enser Communications Ltd.,ENSERST
Akiko Global Services Ltd.,AKIKOSM
ATV Projects India Ltd.,ATVPROJBE
Elecon Engineering Company Ltd.,ELECONENGGEQ1
Elecon Engineering Company Ltd.,ELECONEQ
GMM Pfaudler Ltd.,GMMPFAUDLREQ
Kabra Extrusion Technik Ltd.,KABRAEXTRUEQ1
Kabra Extrusion Technik Ltd.,KABRAEXTRUEQ
Kilburn Engineering Ltd.,KILBUNENGGBE
Windsor Machines Ltd.,DGPWINDSOREQ1
Windsor Machines Ltd.,WINDMACHINEQ
TIL Ltd.,TILEQ1
TIL Ltd.,TILBE
TIL Ltd.,TIL-REBE
TRF Ltd.,TRFEQ
Walchandnagar Industries Ltd.,WALCHANNAGEQ1
Walchandnagar Industries Ltd.,WALCHANNAGEQ
Manugraph India Ltd.,MANUGRAPHEQ
Nesco Ltd.,NESCOEQ
Eimco Elecon (India) Ltd.,EIMCOELECOEQ1
Eimco Elecon (India) Ltd.,EIMCOELECOEQ
Artson Engineering Ltd.,ARTSONENGGBE
Gujarat Apollo Industries Ltd.,GUJAPOLEQPEQ1
Gujarat Apollo Industries Ltd.,GUJAPOLLOBE
Hindustan Aeronautics Ltd.,HALEQ
SPML Infra Ltd.,SUBHASPROJEQ1
SPML Infra Ltd.,SPMLINFRABE
Bharat Heavy Electricals Ltd.,BHELEQ
Starlog Enterprises Ltd.,ABGHEAVYBE
Action Construction Equipment Ltd.,ACEEQ
AIA Engineering Ltd.,AIAENGEQ
Titagarh Rail Systems Ltd.,TITAGARHEQ
Texmaco Rail & Engineering Ltd.,TEXRAILEQ
Texmaco Rail & Engineering Ltd.,TRAIL-REBE
Atmastco Ltd.,ATMASTCOST
The Anup Engineering Ltd.,ANUPEQ
JNK India Ltd.,JNKINDIAEQ
Ishan International Ltd.,ISHANST
ideaForge Technology Ltd.,IDEAFORGEEQ
Global Pet Industries Ltd.,GLOBALPETSM
Jyoti CNC Automation Ltd.,JYOTICNCEQ
Sona Machinery Ltd.,SONAMACSM
Energy-Mission Machineries (India) Ltd.,EMMILSM
Batliboi Ltd.,BATLIBOIEQ
IFB Industries Ltd.,IFBINDEQ1
IFB Industries Ltd.,IFBINDEQ
MPIL Corporation Ltd.,MATHPLATTEQ1
MPIL Corporation Ltd.,MATHPLATTBE
Shanthi Gears Ltd.,SHANTIGEAREQ1
Shanthi Gears Ltd.,SHANTIGEAREQ
TVS Holdings Ltd.,TVSHLTDEQ
TVS Holdings Ltd.,TVSHLTDP1
Williamson Magor & Company Ltd.,WILLAMAGOREQ1
Williamson Magor & Company Ltd.,WILLAMAGOREQ
Permanent Magnets Ltd.,PERMAGNETBE
Alfred Herbert (India) Ltd.,ALFREDHERBBE
Setco Automotive Ltd.,SETCOBE
LG Balakrishnan & Bros Ltd.,LGBROSEQ1
LG Balakrishnan & Bros Ltd.,LGBBROSLTDEQ
LG Balakrishnan & Bros Ltd.,LGBROSD1
TMT (India) Ltd.,TMTINDIABE
United Drilling Tools Ltd.,UNIDTEQ
Coromandel Engineering Company Ltd.,COROENGGEQ
DLF Ltd.,DLFEQ
John Cockerill India Ltd.,FLATPRODBE
Hercules Hoists Ltd.,HERCULESBE
Indtradeco Ltd.,INDTRADECOBE
Jord Engineers India Ltd.,JORDENGGBE
Praj Industries Ltd.,PRAJINDEQ1
Praj Industries Ltd.,PRAJINDEQ
McNally Bharat Engineering Company Ltd.,MBECLBZ
Sanghvi Movers Ltd.,SANGHVIMOVEQ
Pitti Engineering Ltd.,PITTIENGEQ
Bharat Dynamics Ltd.,BDLEQ
Electrotherm (India) Ltd.,ELECTHERMBE
Punj Lloyd Ltd.,PUNJLLOYDBZ
BGR Energy Systems Ltd.,BGRENERGYBE
Jupiter Wagons Ltd.,JWLEQ
A2Z Infra Engineering Ltd.,A2ZINFRAEQ
Salasar Techno Engineering Ltd.,SALASAREQ
Thejo Engineering Ltd.,THEJOEQ
Diffusion Engineers Ltd.,DIFFNKGEQ
Precision Camshafts Ltd.,PRECAMEQ
Paras Defence and Space Technologies Ltd.,PARASEQ
MTAR Technologies Ltd.,MTARTECHEQ
Jash Engineering Ltd.,JASHEQ
Sansera Engineering Ltd.,SANSERAEQ
Emkay Taps and Cutting Tools Ltd.,EMKAYTOOLSSM
Power Mech Projects Ltd.,POWERMECHEQ
Pritika Auto Industries Ltd.,PRITIKAUTOEQ
