company_name,symbol
Berger Paints (India) Ltd.,BERGEPAINTEQ
Kansai Nerolac Paints Ltd.,KANSAINEREQ
Shalimar Paints Ltd.,SHALPAINTSEQ
Sirca Paints India Ltd.,SIRCAEQ
SP Refractories Ltd.,SPRLST
Refractory Shapes Ltd.,REFRACTORYST
ITD Cementation India Ltd.,TRAFALHSEEQ1
ITD Cementation India Ltd.,ITDCEMEQ
Sanstar Ltd.,SANSTAREQ
Gammon India Ltd.,GAMMONINDEQ1
Gammon India Ltd.,GAMMONINDBZ
Hindustan Construction Company Ltd.,HINDCONSEQ1
Hindustan Construction Company Ltd.,HCCEQ
Hindustan Construction Company Ltd.,HCC-REBE
Hindustan Dorr-Oliver Ltd.,HINDDORROLEQ1
Hindustan Dorr-Oliver Ltd.,HINDDORROLBE
Mukand Engineers Ltd.,MUKANDENGGEQ1
Mukand Engineers Ltd.,MUKANDENGGBE
Simplex Infrastructures Ltd.,SIMPLEXINFBE
Valecha Engineering Ltd.,VALECHAENGBZ
Ircon International Ltd.,IRCONEQ
IVRCL Ltd.,IVRCLINFRAEQ1
IVRCL Ltd.,IVRCLINFRABE
JMC Projects (India) Ltd.,JMCPROJECTEQ1
JMC Projects (India) Ltd.,JMCPROJECTEQ
Madhucon Projects Ltd.,MADHUCONBE
Ahluwalia Contracts (India) Ltd.,AHLUCONTEQ
Manjeera Constructions Ltd.,MANJEERAEQ
NBCC (India) Ltd.,NBCCEQ
Patel Engineering Ltd.,PATELENGEQ
Patel Engineering Ltd.,PATEL-REBE
Mahindra Lifespace Developers Ltd.,GESCOCORPEQ1
Mahindra Lifespace Developers Ltd.,MAHLIFEEQ
AJR Infra and Tolling Ltd.,AJRINFRABZ
Welspun Enterprises Ltd.,WELENTEQ
Consolidated Construction Consortium Ltd.,CCCLBE
Tantia Constructions Ltd.,TCLCONSBE
B L Kashyap & Sons Ltd.,BLKASHYAPEQ
Rail Vikas Nigam Ltd.,RVNLEQ
Supreme Infrastructure India Ltd.,SUPREMEINFBZ
IL&FS Engineering & Construction Company Ltd.,IL&FSENGGBZ
Kaushalya Infrastructure Development Corpn.Ltd.,KAUSHALYABE
J Kumar Infraprojects Ltd.,JKILEQ
IRB Infrastructure Developers Ltd.,IRBEQ
Niraj Cement Structurals Ltd.,NIRAJBE
Ashoka Buildcon Ltd.,ASHOKAEQ
Man Infraconstruction Ltd.,MANINFRAEQ
MBL Infrastructure Ltd.,MBLINFRABE
ARSS Infrastructure Projects Ltd.,ARSSINFRABE
IL&FS Transportation Networks Ltd.,IL&FSTRANSBZ
RPP Infra Projects Ltd.,RPPINFRABE
RPP Infra Projects Ltd.,RPPINFRPPE1
RPP Infra Projects Ltd.,RPP-REBE
Ansal Housing Ltd.,ANSALHSGEQ
Unitech Ltd.,UNITECHEQ1
Unitech Ltd.,UNITECHBZ
Ashiana Housing Ltd.,ASHIANAEQ
NCC Ltd.,NAGARCONSTEQ1
NCC Ltd.,NCCEQ
Ansal Properties & Infrastructure Ltd.,ANSALAPIBZ
DS Kulkarni Developers Ltd.,DSKULKARNIBZ
Nila Infrastructures Ltd.,NILAINFRAEQ
Marg Ltd.,MARGEQ
Arihant Foundations & Housing Ltd.,ARIHANTEQ
Prajay Engineers Syndicate Ltd.,PRAENGBE
Eldeco Housing & Industries Ltd.,ELDEHSGEQ
Alpine Housing Development Corporation Ltd.,ALPINEHOUBE
Nitco Ltd.,NITCOEQ
Omaxe Ltd.,OMAXEEQ
Parsvnath Developers Ltd.,PARSVNATHBE
Sobha Ltd.,SOBHAEQ
Sobha Ltd.,SOBHAPPE1
Hubtown Ltd.,HUBTOWNBE
Indiabulls Real Estate Ltd.,EMBDLEQ
Housing Development & Infrastructure Ltd.,HDILBZ
Puravankara Ltd.,PURVAEQ
Kolte-Patil Developers Ltd.,KOLTEPATILEQ
Macrotech Developers Ltd.,LODHAEQ
Brigade Enterprises Ltd.,BRIGADEEQ
Valor Estate Ltd.,DBREALTYEQ
MVL Ltd.,MVLBZ
Landmark Property Development Company Ltd.,LPDCEQ
Jaypee Infratech Ltd.,JPINFRATECBE
Bhagyanagar Properties Ltd.,BHAGYAPROPEQ
Vascon Engineers Ltd.,VASCONEQEQ
Satchmo Holdings Ltd.,NITESHESTEQ
Emami Realty Ltd.,EMAMIREALEQ
Oberoi Realty Ltd.,OBEROIRLTYEQ
Prestige Estates Projects Ltd.,PRESTIGEEQ
Setubandhan Infrastructure Ltd.,SETUINFRABZ
Manoj Vaibhav Gems N Jewellers Ltd.,MVGJLEQ
Dilip Buildcon Ltd.,DBLEQ
DEE Development Engineers Ltd.,DEEDEVEQ
BDR Buildcon Ltd.,BDRIT
AGI Infra Ltd.,AGIILEQ
EMS Ltd.,EMSLIMITEDEQ
CMM Infraprojects Ltd.,CMMIPLST
Akash Infra-Projects Ltd.,AKASHEQ
Keystone Realtors Ltd.,RUSTOMJEEEQ
Shaival Reality Ltd.,SHAIVALST
Bigbloc Construction Ltd.,BIGBLOCEQ
Dhanuka Realty Ltd.,DRLSM
Shankara Building Products Ltd.,SHANKARAEQ
PSP Projects Ltd.,PSPPROJECTEQ
Pushpanjali Realms and Infratech Ltd.,PUSHPREALMSZ
Univastu India Ltd.,UNIVASTUEQ
Manav Infra Projects Ltd.,MANAVSM
Bharat Road Network Ltd.,BRNLEQ
Capacit'e Infraprojects Ltd.,CAPACITEEQ
RKEC Projects Ltd.,RKECEQ
TARC Ltd.,TARCEQ
Shradha Infraprojects Ltd.,SHRADHABE
CKP Leisure Ltd.,CKPLEISURESZ
HG Infra Engineering Ltd.,HGINFRAEQ
KBC Global Ltd.,KBCGLOBALEQ
Giriraj Civil Developers Ltd.,GIRIRAJSM
SS Infrastructure Development Consultants Ltd.,SSINFRASZ
Hemisphere Properties India Ltd.,HEMIPROPEQ
Nila Spaces Ltd.,NILASPACESBE
Sumit Woods Ltd.,SUMITBE
AB Infrabuild Ltd.,ABINFRAST
AB Infrabuild Ltd.,ABIN-REST
Salasar Exteriors and Contour Ltd.,SECLSM
Rachana Infrastructure Ltd.,RILINFRAST
SRM Contractors Ltd.,SRMBE
Suraj Estate Developers Ltd.,SURAJESTEQ
Vishnu Prakash R Punglia Ltd.,VPRPLEQ
Ravinder Heights Ltd.,RVHLEQ
Likhitha Infrastructure Ltd.,LIKHITHAEQ
Atal Realtech Ltd.,ATALREALEQ
Atal Realtech Ltd.,ATAL-REBE
Shriram Properties Ltd.,SHRIRAMPPSEQ
BEML Land Assets Ltd.,BLALEQ
Sonu Infratech Ltd.,SONUINFRASM
Shipping Corporation of India Land And Assets Ltd.,SCILALEQ
Pratham EPC Projects Ltd.,PRATHAMST
Teerth Gopicon Ltd.,TGLST
Mason Infratech Ltd.,MASONSM
Garuda Construction and Engineering Ltd.,GARUDAEQ
IFB Agro Industries Ltd.,IFBAGROEQ1
IFB Agro Industries Ltd.,IFBAGROEQ
India Glycols Ltd.,INDIAGLYCOEQ1
India Glycols Ltd.,INDIAGLYCOEQ
Galaxy Surfactants Ltd.,GALAXYSURFEQ
Mysore Petro Chemicals Ltd.,MYSORPETROBE
Thirumalai Chemicals Ltd.,TIRUMALCHMEQ1
Thirumalai Chemicals Ltd.,TIRUMALCHMEQ
I G Petrochemicals Ltd.,IGPETROEQ1
I G Petrochemicals Ltd.,IGPLEQ
Aegis Logistics Ltd.,AEGISCHEMEQ1
Aegis Logistics Ltd.,AEGISLOGEQ
Amines & Plasticizers Ltd.,AMNPLSTEQ
Ganesh Benzoplast Ltd.,GANESHBENZEQ1
Ganesh Benzoplast Ltd.,GANESHBEEQ
Andhra Petrochemicals Ltd.,ANDHRAPETEQ1
Andhra Petrochemicals Ltd.,ANDHRAPETEQ
General Insurance Corporation of India,GICREEQ
Transpek Industry Ltd.,TRANSPEKEQ1
Transpek Industry Ltd.,TRANSPEKEQ
Grauer & Weil (India) Ltd.,GRAUWEILEQ
Panama Petrochem Ltd.,PANAMAPETEQ
Jocil Ltd.,JOCILEQ
Chembond Chemicals Ltd.,CHEMBONDEQ
UPL Ltd.,SEARCHEMINEQ1
UPL Ltd.,UPLEQ
UPL Ltd.,UPLQ1
UPL Ltd.,UPLQ2
Alkali Metals Ltd.,ALKALIEQ
Omkar Speciality Chemicals Ltd.,OMKARCHEMBZ
Fineotex Chemical Ltd.,FCLEQ
Chemcon Speciality Chemicals Ltd.,CHEMCONEQ
Lasa Supergenerics Ltd.,LASABE
Vadivarhe Speciality Chemicals Ltd.,VSCLSM
Mahickra Chemicals Ltd.,MAHICKRASM
Neogen Chemicals Ltd.,NEOGENEQ
Gujarat Fluorochemicals Ltd.,FLUOROCHEMEQ
Mangalam Global Enterprise Ltd.,MGELBE
Mangalam Global Enterprise Ltd.,MGEL-REBE
Aarti Surfactants Ltd.,AARTISURFBE
Aarti Surfactants Ltd.,AARTISURFP1
Aarti Surfactants Ltd.,AARTIPPE1
Aarti Surfactants Ltd.,AARTI-REBE
HP Adhesives Ltd.,HPALEQ
Aether Industries Ltd.,AETHEREQ
Vital Chemtech Ltd.,VITALSM
Srivasavi Adhesive Tapes Ltd.,SRIVASAVISM
MCON Rasayan India Ltd.,MCONSM
Paragon Fine & Speciality Chemical Ltd.,PARAGONSM
Sanofi Consumer Healthcare India Ltd.,SANOFICONREQ
Innomet Advanced Materials Ltd.,INNOMETSM
Alkyl Amines Chemicals Ltd.,ALKYLAMINEEQ1
Alkyl Amines Chemicals Ltd.,ALKYLAMINEEQ
BASF India Ltd.,BASFEQ
Oriental Aromatics Ltd.,OALEQ
Citurgia Biochemicals Ltd.,CITURGIBIOEQ1
Citurgia Biochemicals Ltd.,CITURGIBIOEQ
Elantas Beck India Ltd.,DRBECKEQ1
Elantas Beck India Ltd.,DRBECKEQ
Nitta Gelatin India Ltd.,KERALACHEMEQ1
Nitta Gelatin India Ltd.,KERALACHEMEQ
Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEMEQ1
Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEMEQ
Sadhana Nitro Chem Ltd.,SADHNANIQEQ
Sadhana Nitro Chem Ltd.,SADHNAN-REBE
Jubilant Pharmova Ltd.,VAMORGANICEQ1
Jubilant Pharmova Ltd.,JUBLPHARMAEQ
Aarti Industries Ltd.,AARTIINDEQ1
Aarti Industries Ltd.,AARTIINDEQ
Seya Industries Ltd.,SEYAINDBE
Foseco India Ltd.,FOSECOINDEQ1
Foseco India Ltd.,FOSECOINDEQ
Sukhjit Starch & Chemicals Ltd.,SUKHJITSEQ
Indo Amines Ltd.,INDOAMINEQ
AeonX Digital Technology Ltd.,ASHOKALCOBE
Hikal Ltd.,HIKALEQ1
Hikal Ltd.,HIKALEQ
Mangalam Organics Ltd.,MANORGBE
Hindustan Organic Chemicals Ltd.,HOCLEQ1
Hindustan Organic Chemicals Ltd.,HOCLEQ
Dai Ichi Karkaria Ltd.,DAICHIKARKBE
Vinati Organics Ltd.,VINATIORGAEQ
Asahi Songwon Colors Ltd.,ASAHISONGBE
Inox Wind Ltd.,INOXWINDEQ
S H Kelkar & Company Ltd.,SHKEQ
J G Chemicals Ltd.,JGCHEMEQ
Sanginita Chemicals Ltd.,SANGINITAEQ
Sanginita Chemicals Ltd.,SANG-REBE
Laxmi Organic Industries Ltd.,LXCHEMEQ
Valiant Organics Ltd.,VALIANTORGEQ
Fine Organic Industries Ltd.,FINEORGEQ
Ambani Orgochem Ltd.,AMBANIORGOSM
Fairchem Organics Ltd.,FAIRCHEMOREQ
Aarti Pharmalabs Ltd.,AARTIPHARMEQ
Deepak Nitrite Ltd.,DEEPAKNITREQ1
Deepak Nitrite Ltd.,DEEPAKNTREQ
Naperol Investments Ltd.,NATPEROXIDBE
Tanfac Industries Ltd.,TANFACEQ1
Tanfac Industries Ltd.,TANFACINDEQ
Insilco Ltd.,INSILCOEQ
Kumaka Industries Ltd.,ASHOKORGBE
Himadri Speciality Chemical Ltd.,HSCLEQ
Indo Borax & Chemicals Ltd.,INDOBORAXEQ
TECIL Chemicals & Hydro Power Ltd.,TECILCHEMBE
Vishnu Chemicals Ltd.,VISHNUEQ
Balaji Amines Ltd.,BALAMINESEQ
IOL Chemicals and Pharmaceuticals Ltd.,IOLCPEQ
Pondy Oxides & Chemicals Ltd.,POCLEQ
Sree Rayalaseema Hi-Strength Hypo Ltd.,SRHHYPOLTDEQ
Godha Cabcon & Insulation Ltd.,GODHAEQ
Godha Cabcon & Insulation Ltd.,GODHA-REBE
Goyal Salt Ltd.,GOYALSALTSM
DCW Ltd.,DCWEQ1
DCW Ltd.,DCWEQ
DCW Ltd.,DCWN2
Gujarat Alkalies & Chemicals Ltd.,GUJALKALIEQ1
Gujarat Alkalies & Chemicals Ltd.,GUJALKALIEQ
GHCL Ltd.,GHCLEQ1
GHCL Ltd.,GHCLEQ
Kanoria Chemicals & Industries Ltd.,KANORICHEMEQ1
Kanoria Chemicals & Industries Ltd.,KANORICHEMEQ
Lords Chloro Alkali Ltd.,LORDSCHLOEQ
Primo Chemicals Ltd.,PUNALKALIEQ1
Primo Chemicals Ltd.,PUNALKALIBE
TGV SRAAC Ltd.,SREERAYALKBE
Tata Chemicals Ltd.,TATACHEMEQ
Tuticorin Alkali Chemicals & Fertilizers Ltd.,TUTICORALKBE
Kothari Petrochemicals Ltd.,KOTHARIPETEQ1
Kothari Petrochemicals Ltd.,KOTHARIPETEQ
Coromandel International Ltd.,COROMNFERTEQ1
Coromandel International Ltd.,COROMANDELEQ
Coromandel International Ltd.,COROMANDELN1
Deepak Fertilisers & Petrochemicals Corporation Ltd.,DEEPAKFERTEQ
Deepak Fertilisers & Petrochemicals Corporation Ltd.,DEEPAK-REBE
EID Parry (India) Ltd.,EIDPARRYEQ
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFCEQ
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFCN1
Gujarat State Fertilizer & Chemicals Ltd.,GSFCEQ
Mangalore Chemicals & Fertilizers Ltd.,MANGCHEFEREQ
Mangalore Chemicals & Fertilizers Ltd.,MRPLN2
Southern Petrochemicals Industries Corporation Ltd.,SPICEQ
Zuari Industries Ltd.,ZUARIAGROEQ1
Zuari Industries Ltd.,ZUARIINDEQ
M P Agro Industries Ltd.,MPAGROFERTBE
Chambal Fertilisers & Chemicals Ltd.,CHAMBLFERTEQ
Chambal Fertilisers & Chemicals Ltd.,CHAMBLFERTN2
The Fertilisers and Chemicals Travancore Ltd.,FACTEQ1
The Fertilisers and Chemicals Travancore Ltd.,FACTEQ
Rashtriya Chemicals & Fertilizers Ltd.,RCFEQ
National Fertilizers Ltd.,NFLEQ
Madras Fertilizers Ltd.,MADRASFERTEQ1
Madras Fertilizers Ltd.,MADRASFERTEQ
Paradeep Phosphates Ltd.,PARADEEPEQ
DMCC Speciality Chemicals Ltd.,DMCCEQ
Khaitan Chemicals & Fertilizers Ltd.,KHAICHEMEQ
Rama Phosphates Ltd.,RAMAPHOEQ
Bayer Cropscience Ltd.,BAYEREQ1
Bayer Cropscience Ltd.,BAYERCROPEQ
Dhanuka Agritech Ltd.,DHANUKAEQ
Excel Industries Ltd.,EXCELINDUSEQ
Novartis India Ltd.,NOVARTINDEQ
Indokem Ltd.,KHATJUNKERBE
Uniphos Enterprises Ltd.,UNIENTEREQ
Uniphos Enterprises Ltd.,UNITEDPHOSN1
Aimco Pesticides Ltd.,AIMCOPESTBE
Bharat Rasayan Ltd.,BHARATRASEQ1
Bharat Rasayan Ltd.,BHARATRASEQ
PI Industries Ltd.,PIINDEQ
NACL Industries Ltd.,NACLINDEQ
Bhagiradha Chemicals & Industries Ltd.,BHAGCHEMEQ
Bhagiradha Chemicals & Industries Ltd.,BCIL-REBE
Shivalik Rasayan Ltd.,SHIVALIKEQ
Aries Agro Ltd.,ARIESEQ
Epigral Ltd.,EPIGRALEQ
Sharda Cropchem Ltd.,SHARDACROPEQ
Meghmani Organics Ltd.,MOLEQ
India Pesticides Ltd.,IPLEQ
Dharmaj Crop Guard Ltd.,DHARMAJEQ
Crop Life Science Ltd.,CLSLSM
Nova Agritech Ltd.,NOVAAGRIBE
Styrenix Performance Materials Ltd.,ABSINDEQ1
Styrenix Performance Materials Ltd.,STYRENIXEQ
Bhansali Engineering Polymers Ltd.,BEPLEQ
NOCIL Ltd.,NOCILEQ
Polychem Ltd.,POLYCHEMEQ1
Polychem Ltd.,POLYCHEMEQ
Tamilnadu Petroproducts Ltd.,TNPETROEQ1
Tamilnadu Petroproducts Ltd.,TNPETROEQ
Vinyl Chemicals (I) Ltd.,VINYLCHEMEQ1
Vinyl Chemicals (I) Ltd.,VINYLINDIAEQ
Chemplast Sanmar Ltd.,CHEMPLASTEQ1
Chemplast Sanmar Ltd.,CHEMPLASTBE
Chemplast Sanmar Ltd.,CHEMPLASTSEQ
Mangalore Refinery And Petrochemicals Ltd.,MRPLEQ
Mangalore Refinery And Petrochemicals Ltd.,MRPLNA
Mangalore Refinery And Petrochemicals Ltd.,MRPLN7
Mangalore Refinery And Petrochemicals Ltd.,MRPLN8
Mangalore Refinery And Petrochemicals Ltd.,MRPLNB
Mangalore Refinery And Petrochemicals Ltd.,MRPLNC
Mangalore Refinery And Petrochemicals Ltd.,MRPLN9
Manali Petrochemicals Ltd.,MANALIPETEQ1
Manali Petrochemicals Ltd.,MANALIPETCEQ
Savita Oil Technologies Ltd.,SAVITACHEMEQ1
Savita Oil Technologies Ltd.,SOTLEQ
Supreme Petrochem Ltd.,SUPPETROEQ1
Supreme Petrochem Ltd.,SPLPETROEQ
Supreme Petrochem Ltd.,SUPPETRON1
GSL Nova Petrochemicals Ltd.,GSLNOVAEQ
Tulsi Extrusions Ltd.,TULSIBZ
Sheela Foam Ltd.,SFLEQ
Shree Tirupati Balajee FIBC Ltd.,TIRUPATISM
SMVD Poly Pack Ltd.,SMVDSM
Kshitij Polyline Ltd.,KSHITIJPOLEQ
Kshitij Polyline Ltd.,KSHITI-REBE
Platinum Industries Ltd.,PLATINDEQ
Silkflex Polymers (India) Ltd.,SILKFLEXST
Aeron Composite Ltd.,AERONSM
Diamines & Chemicals Ltd.,DIAMINESQEQ
Rama Petrochemicals Ltd.,RAMAPETROBE
Oil And Natural Gas Corporation Ltd.,ONGCT0
Oil And Natural Gas Corporation Ltd.,ONGCEQ
Hindustan Petroleum Corporation Ltd.,HINDPETROEQ
Bharat Petroleum Corporation Ltd.,BPCLT0
Bharat Petroleum Corporation Ltd.,BPCLEQ
Chennai Petroleum Corporation Ltd.,CHENNPETROEQ
Indian Oil Corporation Ltd.,IOCEQ
Oil India Ltd.,OILEQ
Petronet LNG Ltd.,PETRONETT0
Petronet LNG Ltd.,PETRONETEQ
Gujarat State Petronet Ltd.,GSPLEQ
Petro Carbon and Chemicals Ltd.,PCCLSM
Banswara Syntex Ltd.,BANSWRASEQ
Beardsell Ltd.,BEARDSELLEQ
Beardsell Ltd.,BEARD-REBE
JCT Ltd.,JCTBE
Rajasthan Petro Synthetics Ltd.,RAJASPETROEQ
Reliance Industries Ltd.,RELIANCEEQ
Reliance Industries Ltd.,RELIANCEN1
Reliance Industries Ltd.,RELIANCEN2
Reliance Industries Ltd.,RELIANCEN4
Reliance Industries Ltd.,RELIANCENC
Reliance Industries Ltd.,RELIANCEN7
Reliance Industries Ltd.,RELIANCENB
Reliance Industries Ltd.,RELIANCEP1E1
Reliance Industries Ltd.,RIL-REBE
Eskay Kn'IT (India) Ltd.,SHREEKRPETEQ1
Eskay Kn'IT (India) Ltd.,SHREEKRPETEQ
Indian Acrylics Ltd.,INDIANACRYBE
Welspun Living Ltd.,WELSPUNLIVEQ
Pasupati Acrylon Ltd.,PASUPTACBE
Jindal Poly Films Ltd.,JINDALPOLYEQ
SVC Industries Ltd.,ATVPETROBE
Krishna Filament Industries Ltd.,KRISNAFILAD1
Krishna Filament Industries Ltd.,KRISNAFILAEQ
Vardhman Acrylics Ltd.,VARDHACRLCEQ
Baroda Rayon Corporation Ltd.,BARODARAYNBE
Century Enka Ltd.,CENTENKAEQ1
Century Enka Ltd.,CENTENKAEQ
Century Enka Ltd.,CENTENKAN1
Ester Industries Ltd.,ESTEREQ
Futura Polyesters Ltd.,INDIANORGEQ1
Futura Polyesters Ltd.,INDIANORGBE
Modipon Ltd.,MODIPONBE
Paras Petrofils Ltd.,PARASPETROEQ1
Paras Petrofils Ltd.,PARASPETROBE
Jaykay Enterprises Ltd.,JKSYNTHETCBE
Nirlon Ltd.,NIRLONEQ1
Nirlon Ltd.,NIRLONEQ
SRF Ltd.,SRFEQ
Caprihans India Ltd.,CAPRIHANSEQ1
Caprihans India Ltd.,CAPRIHANSEQ
Finolex Industries Ltd.,FINPIPEEQ
Astral Ltd.,ASTRALEQ
Texmo Pipes & Products Ltd.,TEXMOPIPESEQ
Tijaria Polypipes Ltd.,TIJARIABE
Prince Pipes & Fittings Ltd.,PRINCEPIPEEQ
Carysil Ltd.,CARYSILEQ
Fiberweb (India) Ltd.,FIBERWEBBE
Supreme Industries Ltd.,SUPREMEINDEQ
Kingfa Science & Technology (India) Ltd.,KINGFAEQ
Nilkamal Ltd.,NILKAMPLSTEQ1
Nilkamal Ltd.,NILKAMALEQ
Pil Italica Lifestyle Ltd.,PEACOCKINDEQ1
Pil Italica Lifestyle Ltd.,PILITAEQ
Plastiblends India Ltd.,PLASTIBLENBE
Royal Cushion Vinyl Products Ltd.,ROYALCUSHNBE
Vikas WSP Ltd.,VIKASWSPEQ1
Vikas WSP Ltd.,VIKASWSPBZ
Jasch Industries Ltd.,JASCHINDBE
TPL Plastech Ltd.,TPLPLASTEHBE
Mayur Uniquoters Ltd.,MAYURUNIQEQ
Mold-Tek Packaging Ltd.,MOLDTKPACEQ
Mold-Tek Packaging Ltd.,MOLDTKPACW1
Mold-Tek Packaging Ltd.,MOLDTEKPPE1
Mold-Tek Packaging Ltd.,MOLDTEK-REBE
Emmbi Industries Ltd.,EMMBIEQ
Insecticides (India) Ltd.,INSECTICIDEQ
Essen Speciality Films Ltd.,ESFLST
Pyramid Technoplast Ltd.,PYRAMIDEQ
ASL Industries Ltd.,ASLINDSM
Brand Concepts Ltd.,BCONCEPTSEQ
Avro India Ltd.,AVROINDBE
Parin Furniture Ltd.,PARINST
Shree Tirupati Balajee Agro Trading Company Ltd.,BALAJEEEQ
Cool Caps Industries Ltd.,COOLCAPSST
Mega Flex Plastics Ltd.,MEGAFLEXST
Master Components Ltd.,MASTERST
Cello World Ltd.,CELLOEQ
Purv Flexipack Ltd.,PURVFLEXISM
Divyadhan Recycling Industries Ltd.,DIVYADHANSM
Rajshree Polypack Ltd.,RPPLEQ
Indraprastha Gas Ltd.,IGLEQ
Gandhar Oil Refinery (India) Ltd.,GANDHAREQ
Navin Fluorine International Ltd.,NAVINFLUOREQ
GeeCee Ventures Ltd.,GEECEEEQ
Camlin Fine Sciences Ltd.,CAMLINFINEEQ
Bohra Industries Ltd.,BOHRAINDBZ
Krishana Phoschem Ltd.,KRISHANAEQ
Tatva Chintan Pharma Chem Ltd.,TATVAEQ
Sumitomo Chemical India Ltd.,SUMICHEMEQ
Heranba Industries Ltd.,HERANBAEQ
Archean Chemical Industries Ltd.,ACIEQ
Shree Pushkar Chemicals & Fertilisers Ltd.,SHREEPUSHKBE
Hindcon Chemicals Ltd.,HINDCONEQ
Accent Microcell Ltd.,ACCENTMICSM
Ducol Organics & Colours Ltd.,DUCOLSM
Indigo Paints Ltd.,INDIGOPNTSEQ
Sigachi Industries Ltd.,SIGACHIEQ
Nagarjuna Fertilizers and Chemicals Ltd.,NAGAFERTEQ
Zuari Agro Chemicals Ltd.,ZUARIEQ
Agro Phos India Ltd.,AGROPHOSEQ
Sikko Industries Ltd.,SIKKOEQ
Colgate-Palmolive (India) Ltd.,COLPALEQ
Hindustan Unilever Ltd.,HINDUNILVREQ
Hindustan Unilever Ltd.,HINDLEVERN1
Gillette India Ltd.,GILLETTEEQ
Trent Ltd.,TRENTT0
Trent Ltd.,TRENTEQ
Trent Ltd.,TRENTN1
Trent Ltd.,TRENTW1
Trent Ltd.,TRENTQ1
Trent Ltd.,TRENTQ2
Procter & Gamble Hygiene & Healthcare Ltd.,PGHHEQ
Reckitt Benckiser (India) Pvt. Ltd.,RECKCOLMANEQ
Tainwala Chemicals & Plastics (India) Ltd.,TAINWALCHMEQ1
Tainwala Chemicals & Plastics (India) Ltd.,TAINWALCHMEQ
Godrej Industries Ltd.,GODREJINDEQ
Godrej Agrovet Ltd.,GODREJAGROEQ
Godrej Properties Ltd.,GODREJPROPEQ
GKB Ophthalmics Ltd.,GKBEQ
Emami Ltd.,EMAMILTDEQ
Emami Ltd.,EMAMILTDBO
Godrej Consumer Products Ltd.,GODREJCPEQ1
Godrej Consumer Products Ltd.,GODREJCPEQ
Jyothy Labs Ltd.,JYOTHYLABEQ
Vivimed Labs Ltd.,VIVIMEDLABBZ
JHS Svendgaard Laboratories Ltd.,JHSEQ
Bajaj Consumer Care Ltd.,BAJAJCONEQ
JHS Svendgaard Retail Ventures Ltd.,RETAILBE
Nureca Ltd.,NURECAEQ
Shanthala FMCG Products Ltd.,SHANTHALASM
Bliss GVS Pharma Ltd.,BLISSGVSEQ
Cupid Ltd.,CUPIDBE
Raymond Lifestyle Ltd.,RAYMONDLSLEQ
Alembic Ltd.,ALEMBICLTDEQ1
Alembic Ltd.,ALEMBICLTDEQ
Ambalal Sarabhai Enterprises Ltd.,AMBASARABHEQ1
Ambalal Sarabhai Enterprises Ltd.,AMBASARABHEQ
Amrutanjan Health Care Ltd.,AMRUTANJANEQ
AstraZeneca Pharma India Ltd.,ASTRAZENN1
AstraZeneca Pharma India Ltd.,ASTRAIDLEQ1
AstraZeneca Pharma India Ltd.,ASTRAZENEQ
Abbott India Ltd.,ABBOTINDIAEQ
Cipla Ltd.,CIPLAT0
Cipla Ltd.,CIPLAEQ
Dr. Reddy's Laboratories Ltd.,DRREDDYEQ
Dr. Reddy's Laboratories Ltd.,DRREDDYN1
Procter & Gamble Health Ltd.,PGHLEQ
GlaxoSmithKline Pharmaceuticals Ltd.,GLAXOEQ
Gujarat Themis Biosyn Ltd.,GUJTHEMISBE
Sanofi India Ltd.,SANOFIEQ
J B Chemicals & Pharmaceuticals Ltd.,JBCHEPHARMEQ1
J B Chemicals & Pharmaceuticals Ltd.,JBCHEPHARMEQ
Max Financial Services Ltd.,MFSLEQ
Piramal Enterprises Ltd.,PELEQ
Piramal Enterprises Ltd.,PELD1
Piramal Enterprises Ltd.,NICOLASPIRW1
Piramal Enterprises Ltd.,PELN0
Piramal Enterprises Ltd.,PELN1
Piramal Enterprises Ltd.,PELN2
Piramal Enterprises Ltd.,PELN3
Piramal Enterprises Ltd.,PELD2
Pfizer Ltd.,PFIZEREQ
TTK Healthcare Ltd.,TTKPHARMAEQ1
TTK Healthcare Ltd.,TTKHLTCAREEQ
Unichem Laboratories Ltd.,UNICHEMLABEQ
Albert David Ltd.,ALBERTDAVDBE
Twilight Litaka Pharma Ltd.,TWILITAKABZ
Transchem Ltd.,TRANSCHEMEQ1
Transchem Ltd.,TRANSCHEMEQ
Wanbury Ltd.,WANBURYBE
Lyka Labs Ltd.,LYKALABSEQ1
Lyka Labs Ltd.,LYKALABSEQ
Kopran Ltd.,KOPRANEQ1
Kopran Ltd.,KOPRANEQ
Aarti Drugs Ltd.,AARTIDRUGSEQ1
Aarti Drugs Ltd.,AARTIDRUGSEQ
Aarey Drugs & Pharmaceuticals Ltd.,AAREYDRUGSBE
Biofil Chemicals & Pharmaceuticals Ltd.,BIOFILCHEMEQ1
Biofil Chemicals & Pharmaceuticals Ltd.,BIOFILCHEMEQ
Dabur India Ltd.,DABUREQ
FDC Ltd.,FDCEQ1
FDC Ltd.,FDCEQ
Ipca Laboratories Ltd.,IPCALABEQ1
